id,startDate,endDate,text remark
72,2/21/2021,2/22/2021,"02/21/2021: Interdum varius sit amet mattis vulputate enim.
02/22/2021: Turpis egestas integer eget aliquet nibh praesent tristique magna sit."
73,5/23/2021,5/29/2021,"5/23/2021: Ornare suspendisse sed nisi lacus sed.
5/24/2021: Pulvinar etiam non quam lacus suspendisse faucibus interdum.
5/25/2021: Justo nec ultrices dui sapien eget mi.
5/26/2021: Sed felis eget velit aliquet sagittis id consectetur purus ut.
5/27/2021: Pellentesque sit amet porttitor eget.
5/28/2021: Aliquam faucibus purus in massa tempor nec feugiat nisl pretium.
5/29/2021: Venenatis cras sed felis eget velit aliquet sagittis."
74,4/3/2021,4/3/2021,04/03/2021 Blandit volutpat maecenas volutpat blandit aliquam etiam erat.
75,4/11/2021,4/17/2021,"Sunday 4/11/2021: Arcu cursus euismod quis viverra nibh cras pulvinar mattis nunc.
Monday 4/12/2021: Euismod in pellentesque massa placerat duis.
Tuesday 4/13/2021: Elit sed vulputate mi sit.
Wednesday 4/14/2021: Pellentesque massa placerat duis ultricies lacus sed.
Thursday 4/15/2021: Velit ut tortor pretium viverra.
Friday 4/16/2021: Faucibus et molestie ac feugiat sed lectus vestibulum mattis ullamcorper.
Saturday 4/17/2021: Dictumst vestibulum rhoncus est pellentesque elit."
76,11/5/2021,11/6/2021,"11/05/2021 - Sit amet cursus sit amet.
11/06/2021 - Proin libero nunc consequat interdum."
77,7/28/2021,7/31/2021,"7/28/21: Sit amet consectetur adipiscing elit duis tristique sollicitudin nibh.
7/29/21: Ultricies leo integer malesuada nunc vel.
7/30/21: Vitae aliquet nec ullamcorper sit amet risus nullam.
7/31/21: Diam vulputate ut pharetra sit."
78,7/18/2021,7/21/2021,"07/18/21 through 07/20/21 - Nam libero justo laoreet sit amet cursus sit amet.
07/21/21 - Tempus egestas sed sed risus pretium quam vulputate."
79,2/21/2021,2/27/2021,"02/21/2021: Ultrices mi tempus imperdiet nulla.
02/22/2021: Ornare arcu dui vivamus arcu.
02/23/2021: At lectus urna duis convallis convallis tellus id interdum velit.
02/24/2021: At tellus at urna condimentum mattis.
02/25/2021: Molestie at elementum eu facilisis sed odio morbi quis commodo.
02/26/2021: Viverra ipsum nunc aliquet bibendum enim facilisis gravida neque convallis.
Note: On 02/26/21 at 20:56 hrs, nulla at volutpat diam ut venenatis tellus.
02/27/2021: Facilisis gravida neque convallis a cras semper auctor.
Note: On 02/27/2021 at 09:20 hrs, fermentum odio eu feugiat pretium nibh.                             "
80,10/31/2021,11/6/2021,"   10/31/2021 - Dui faucibus in ornare quam viverra orci sagittis eu.
   11/01/2021 - Tortor vitae purus faucibus ornare suspendisse.
   11/02/2021 - In ornare quam viverra orci sagittis eu volutpat.
   11/03/2021 - In nibh mauris cursus mattis molestie a iaculis at.
   11/04/2021 - Eu non diam phasellus vestibulum lorem sed risus ultricies tristique.
   11/05/2021 thru 11/06/2021 - Nisl suscipit adipiscing bibendum est."
81,7/11/2021,7/17/2021,7/11/21 - 7/17/21 - Adipiscing commodo elit at imperdiet dui accumsan.
82,12/19/2021,12/25/2021,"12/19/2021: Urna nec tincidunt praesent semper feugiat nibh sed.
12/20/2021: Orci phasellus egestas tellus rutrum tellus pellentesque.
12/21/2021: Nulla porttitor massa id neque aliquam.
12/22/2021: Dolor sit amet consectetur adipiscing elit ut aliquam.
12/23/2021: Libero enim sed faucibus turpis in eu.
12/24/2021: Porttitor leo a diam sollicitudin tempor id eu nisl nunc.
12/25/2021: Quis blandit turpis cursus in.
Note: On 12/25/2021 at 16:45 hrs, id venenatis a condimentum vitae sapien pellentesque habitant morbi tristique."
83,9/12/2021,9/18/2021,"09/12/21: Neque sodales ut etiam sit amet nisl.
09/13/21: Pellentesque elit eget gravida cum sociis natoque.
09/14/21: Pellentesque elit eget gravida cum sociis natoque.
09/15/21: Pellentesque elit eget gravida cum sociis natoque.
09/16/21: Pellentesque elit eget gravida cum sociis natoque.
09/17/21: Rutrum quisque non tellus orci.
09/18/21: Diam vel quam elementum pulvinar etiam non quam.
Nisl rhoncus mattis rhoncus urna."
84,1/19/2021,1/23/2021,"Tue 01/19/2021: Urna molestie at elementum eu facilisis sed odio morbi quis.
Wed 01/20/2021: Vel pretium lectus quam id leo in vitae turpis massa.
Thu 01/21/2021: In metus vulputate eu scelerisque felis.
Fri 01/22/2021: Sed id semper risus in hendrerit gravida.
Sat 01/23/2021: Ipsum nunc aliquet bibendum enim facilisis gravida neque convallis a.
-	Volutpat sed cras ornare arcu dui vivamus arcu felis.   -  "
85,10/8/2021,10/9/2021,"October 8, 2021 - Ultricies mi eget mauris pharetra et ultrices neque.
October 9, 2021 - Et pharetra pharetra massa massa ultricies mi quis hendrerit."
86,8/1/2021,8/7/2021,08/01/2021 through 08/07/2021 - Non blandit massa enim nec dui nunc mattis.
87,1/17/2021,1/23/2021,"1/17/2021- Vulputate dignissim suspendisse in est ante in nibh.
1/18/2021- Id diam vel quam elementum pulvinar etiam non.
Lectus magna fringilla urna porttitor rhoncus.
1/19/2021- Ultrices neque ornare aenean euismod.
1/20/2021- Mattis aliquam faucibus purus in massa tempor nec feugiat nisl.
Malesuada fames ac turpis egestas maecenas pharetra convallis posuere morbi.
1/21/2021- Ut faucibus pulvinar elementum integer enim.
1/22/2021- Egestas dui id ornare arcu odio ut sem nulla.
1/23/2021- Et netus et malesuada fames ac turpis egestas."
88,4/30/2021,5/1/2021,"4/30/21
Nulla aliquet enim tortor at.
5/1/21
Integer eget aliquet nibh praesent.
Odio euismod lacinia at quis."
89,5/23/2021,5/29/2021,05/23/21 - 05/29/21: Mi bibendum neque egestas congue quisque egestas diam on 05/24/21 adipiscing tristique risus nec feugiat.
90,6/13/2021,6/19/2021,"06/13/21 - Nam libero justo laoreet sit amet cursus sit.
06/14/21 - At erat pellentesque adipiscing commodo elit at imperdiet dui accumsan.
06/15/21 - Venenatis tellus in metus vulputate eu.
06/16/21 - Blandit cursus risus at ultrices mi tempus imperdiet nulla malesuada.
06/17/21 - Auctor neque vitae tempus quam pellentesque nec nam aliquam sem.
06/18-19/21 -	Dui vivamus arcu felis bibendum ut tristique et egestas quis.
NOTE: Tristique senectus et netus et on Wednesday, June 16, 2021 at 0941 hours. Platea dictumst vestibulum rhoncus est pellentesque elit ullamcorper dignissim.
Pharetra pharetra massa massa ultricies mi quis hendrerit dolor.
 
Facilisi nullam vehicula ipsum a arcu cursus.
Note: Gravida cum sociis natoque penatibus et magnis dis at 1452 hours on Wednesday, June 16, 2021, et malesuada fames ac turpis egestas maecenas pharetra convallis posuere.
Auctor neque vitae tempus quam pellentesque."
91,7/25/2021,7/28/2021,"07/25/2021 - 07/27/2021 - Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus.
07/28/2021 - Sed euismod nisi porta lorem mollis aliquam ut porttitor."
92,7/11/2021,7/17/2021,"7/11/21 - Diam sollicitudin tempor id eu nisl nunc mi.
7/12/21 - Dolor sit amet consectetur adipiscing elit.
7/13/21 - Magna fermentum iaculis eu non diam phasellus.
7/14/21 - Dui sapien eget mi proin sed libero enim sed.
7/15/21 - Pharetra vel turpis nunc eget lorem dolor sed viverra.
7/16/21 - Vel risus commodo viverra maecenas accumsan lacus vel.
7/17/21 - Ornare arcu odio ut sem."
93,11/28/2021,12/4/2021,"11/28/2021 - Proin fermentum leo vel orci porta.
11/29/2021 - Quis ipsum suspendisse ultrices gravida dictum.
11/30/2021 - Malesuada fames ac turpis egestas.
12/01/2021 - Viverra mauris in aliquam sem fringilla ut.
12/02/2021 - Duis ut diam quam nulla porttitor massa id neque.
12/03/2021 - Rutrum quisque non tellus orci ac auctor augue mauris augue.
12/04/2021 - Scelerisque fermentum dui faucibus in ornare quam."
94,11/7/2021,11/13/2021,"11/7/21 - Erat imperdiet sed euismod nisi porta lorem mollis.
Nulla porttitor massa id neque aliquam.
11/8/21 - Quisque sagittis purus sit amet volutpat.
11/9/21 - In nisl nisi scelerisque eu ultrices vitae.
11/10/21 -  Ornare lectus sit amet est placerat in egestas.
11/11/21 - Ultrices vitae auctor eu augue ut.
11/12/21 - Facilisis magna etiam tempor orci eu lobortis elementum nibh.
11/13/21 - Integer quis auctor elit sed vulputate mi sit amet."
95,9/26/2021,10/2/2021,"09/26/2021:  Hac habitasse platea dictumst quisque sagittis purus sit amet volutpat.
09/27/2021:  Suspendisse ultrices gravida dictum fusce.
09/28/2021:  Arcu cursus euismod quis viverra nibh cras.
09/29/2021 thru 10/02/2021:  Duis ut diam quam nulla porttitor massa id neque aliquam."
96,7/4/2021,7/10/2021,07/04/2021 through 07/10/2021 - Elit eget gravida cum sociis natoque.
97,9/5/2021,9/11/2021,09/05/2021 through 09/11/2021 - Enim praesent elementum facilisis leo vel fringilla est.
98,5/30/2021,6/5/2021,"05/30/2021:  Posuere morbi leo urna molestie at elementum eu facilisis.
05/31/2021:  Lorem ipsum dolor sit amet consectetur adipiscing elit duis tristique.
06/01/2021:  Ultricies integer quis auctor elit sed vulputate mi sit.
06/02/2021:  Tempor orci eu lobortis elementum nibh tellus molestie.
06/03/2021: Turpis egestas pretium aenean pharetra magna ac.
06/04/2021:  Nisi scelerisque eu ultrices vitae auctor eu augue ut lectus.
06/05/2021:  Condimentum mattis pellentesque id nibh tortor id aliquet lectus proin."
99,3/10/2021,3/13/2021,"3/10/2021 -- Amet mattis vulputate enim nulla aliquet porttitor.							
Purus non enim praesent elementum.
Scelerisque mauris pellentesque pulvinar pellentesque habitant morbi tristique.
3/11/2021 -- Aenean euismod elementum nisi quis eleifend quam adipiscing vitae proin.
3/12/2021 -- 3/13/2021 -  Cras ornare arcu dui vivamus arcu felis bibendum ut tristique.									
										
										"
100,7/11/2021,7/17/2021,"7/11/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/12/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/13/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/14/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/15/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/16/2021 - Et malesuada fames ac turpis egestas integer eget aliquet.
7/17/2021 - Et malesuada fames ac turpis egestas integer eget aliquet."
101,8/22/2021,8/24/2021,"08/22/2021
Odio facilisis mauris sit amet.
08/23/2021
Integer eget aliquet nibh praesent tristique magna sit amet purus at 15:38 08/23/2021 pellentesque habitant morbi tristique senectus et netus et malesuada.
08/24/2021
Aliquam ultrices sagittis orci a scelerisque purus semper."
102,10/14/2021,10/16/2021,"10/14/2021:  Ultrices mi tempus imperdiet nulla malesuada pellentesque elit eget gravida.
10/15/2021:  Massa vitae tortor condimentum lacinia quis vel eros.
10/16/2021:  Ut placerat orci nulla pellentesque dignissim enim sit amet."
103,9/14/2021,9/16/2021,"09/14/2021  Eleifend donec pretium vulputate sapien nec sagittis aliquam malesuada.
09/15/2021  Id venenatis a condimentum vitae sapien pellentesque habitant morbi.
09/16/2021  Scelerisque varius morbi enim nunc faucibus a pellentesque."
104,11/14/2021,11/20/2021,11/21/2021 - 11/27/2021 - Quis eleifend quam adipiscing vitae proin sagittis nisl rhoncus mattis.
105,10/24/2021,10/30/2021,"Donec adipiscing tristique risus nec feugiat by November 25, 2021."
106,10/31/2021,11/6/2021,Tellus orci ac auctor augue mauris.
107,10/3/2021,10/9/2021,"10/3-8/21: Montes nascetur ridiculus mus mauris vitae ultricies leo integer.
10/9/21: Risus pretium quam vulputate dignissim suspendisse in est."
108,11/14/2021,11/20/2021,"11/14/21 - 11/21/21 - Suscipit tellus mauris a diam maecenas (Sed vulputate odio ut enim blandit volutpat on October 7, 2021)."
109,10/31/2021,11/6/2021,"10/30/21 through 11/06/21 - Eu scelerisque felis imperdiet proin fermentum leo vel orci. Euismod lacinia at quis risus sed November/December. 
 
Non blandit massa enim nec dui nunc mattis enim mid June ready molestie a iaculis at erat."
110,6/20/2021,6/26/2021,"CORRECTION REPORT (10-28-21) Maecenas sed enim ut sem viverra aliquet eget sit.
6/17/21 Turpis tincidunt id aliquet risus feugiat.
______________END OF CORRECTION REPORT_____________
6/20/21 - Turpis egestas integer eget aliquet nibh praesent tristique magna sit. Amet aliquam id diam maecenas ultricies mi eget mauris.
6/21/21 - Quam lacus suspendisse faucibus interdum posuere lorem ipsum dolor.
6/22/21 - Nec ullamcorper sit amet risus nullam eget felis eget nunc.
6/23/21 - Id diam vel quam elementum pulvinar etiam non quam lacus.
6/24/21 - Ultrices dui sapien eget mi proin sed libero.
6/25/21 - Fermentum odio eu feugiat pretium nibh ipsum consequat nisl.
6/26/21 - Vestibulum lorem sed risus ultricies tristique nulla."
111,7/19/2021,7/21/2021,"7-18-21:  In tellus integer feugiat scelerisque varius morbi.
7-19-21:  Nisi vitae suscipit tellus mauris a diam.
7-20-21:  Interdum varius sit amet mattis vulputate.
7-21-21: Curabitur gravida arcu ac tortor dignissim convallis aenean.
NOTE: Nibh praesent tristique magna sit amet purus gravida quis."
112,9/19/2021,9/25/2021,"9/18/21 - Cras fermentum odio eu feugiat pretium nibh ipsum.
9/19/21 - Cras fermentum odio eu feugiat pretium nibh ipsum.
9/20/21 - Consectetur adipiscing elit duis tristique.
9/21/21 - Et egestas quis ipsum suspendisse ultrices.
9/22/21 - Viverra aliquet eget sit amet tellus.
9/23/21 - At tempor commodo ullamcorper a lacus vestibulum sed arcu.
9/24/21 - Gravida neque convallis a cras.
9/25/21 - Nisl pretium fusce id velit ut."
113,8/29/2021,9/4/2021,08/29-09/04/21 - Tincidunt ornare massa eget egestas purus viverra accumsan.
114,8/11/2021,8/14/2021,"08/11/2021 - Volutpat maecenas volutpat blandit aliquam etiam erat velit scelerisque in.
08/12 - 14/2021 - At tempor commodo ullamcorper a lacus vestibulum sed arcu."
115,11/28/2021,12/2/2021,"11/28-12/1/21 - Adipiscing vitae proin sagittis nisl rhoncus.
12/2/21 - Amet consectetur adipiscing elit pellentesque habitant.
A arcu cursus vitae congue mauris.
NOTE: 
At 1209 hours on Thursday, December 2, 2021, massa massa ultricies mi quis hendrerit dolor magna eget est."
116,11/14/2021,11/20/2021,"11/14/2021 --Commodo quis imperdiet massa tincidunt nunc pulvinar sapien et ligula.	
 
11/15/2021 -- Mauris commodo quis imperdiet massa.
NOTE: On 11-16-2021 convallis tellus id interdum velit laoreet id donec ultrices tincidunt.								
			
Note: On 11-16-2021 venenatis urna cursus eget nunc scelerisque viverra.
		
11/16/2021 -- Tortor pretium viverra suspendisse potenti nullam ac.
Proin sagittis nisl rhoncus mattis rhoncus urna neque viverra.
11/17/2021 -- Tortor aliquam nulla facilisi cras fermentum odio eu feugiat.
11/18/2021 -- Dignissim diam quis enim lobortis scelerisque.								
Urna porttitor rhoncus dolor purus non.
11/19/2021 -- Urna nec tincidunt praesent semper feugiat nibh.
 
11/20/2021 -- At volutpat diam ut venenatis tellus in metus vulputate eu.								"
117,6/6/2021,6/12/2021,"6/6 - 6/10/2021 - Risus sed vulputate odio ut on 6/9/2021. Elit eget gravida cum sociis natoque penatibus.
Note: 6/10/2021 - Ultricies lacus sed turpis tincidunt id aliquet risus feugiat in.
6/11/2021 - Amet luctus venenatis lectus magna."
118,9/12/2021,9/18/2021,09/12 through 09/18/2021 - Quam elementum pulvinar etiam non quam lacus suspendisse faucibus interdum.
119,6/6/2021,6/12/2021,"06/06/21: Non quam lacus suspendisse faucibus interdum posuere lorem ipsum dolor.
06/07/21: Nisl tincidunt eget nullam non nisi.
06/08 - 06/12/2021: Tincidunt tortor aliquam nulla facilisi cras fermentum."
120,10/10/2021,10/16/2021,"10/10/21 through 10/16/21 - Est sit amet facilisis magna etiam tempor.  Mauris rhoncus aenean vel elit scelerisque mauris pellentesque in October/November. 
 
Purus sit amet luctus venenatis lectus magna fringilla urna porttitor mid June amet massa vitae tortor condimentum."
121,12/19/2021,12/25/2021,12/19/21 through 12/25/21 - Nunc sed blandit libero volutpat sed cras ornare.
122,10/24/2021,10/30/2021,10/24/21 -10/30/21 - Lectus proin nibh nisl condimentum id venenatis a condimentum.
123,10/3/2021,10/9/2021,"10/03/21 - Donec massa sapien faucibus et.
10/04/21 - Vulputate dignissim suspendisse in est ante in nibh mauris.
10/05/21 - Pulvinar elementum integer enim neque volutpat ac tincidunt vitae semper.
10/06/21 - Scelerisque purus semper eget duis.
10/07/21 - Sagittis aliquam malesuada bibendum arcu vitae.
10/08/21 - Adipiscing commodo elit at imperdiet dui accumsan sit amet.
10/09/21 - Tincidunt id aliquet risus feugiat in ante metus dictum."
124,9/19/2021,9/25/2021,"09/19/21 - Enim sit amet venenatis urna cursus eget.
	   Leo duis ut diam quam nulla porttitor.
	   Congue mauris rhoncus aenean vel.
	   Commodo viverra maecenas accumsan lacus vel facilisis.
	
09/20/21 - Ac orci phasellus egestas tellus rutrum.
	   Placerat in egestas erat imperdiet sed euismod nisi.
	   Odio pellentesque diam volutpat commodo sed egestas egestas.
	
09/21/21 - Mi eget mauris pharetra et ultrices neque ornare.
	   Platea dictumst vestibulum rhoncus est pellentesque elit ullamcorper dignissim.
	  Congue quisque egestas diam in.
	
09/22/21 - Vel facilisis volutpat est velit egestas dui id ornare.
	
09/23/21 - Sit amet facilisis magna etiam tempor orci eu.
	
09/24/21 - Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
	
09/25/21 - Urna id volutpat lacus laoreet."
125,8/22/2021,8/28/2021,"08/22/21: Cras tincidunt lobortis feugiat vivamus at augue eget arcu.
08/23/21: Senectus et netus et malesuada fames ac turpis egestas sed.
08/24/21: Vel facilisis volutpat est velit egestas dui id ornare arcu.
08/25/21: Senectus et netus et malesuada fames ac turpis egestas.
08/27/21: Enim blandit volutpat maecenas volutpat.
08/28/21: Velit ut tortor pretium viverra suspendisse potenti nullam ac."
126,10/24/2021,10/30/2021,10/24/2021 - 10/30/2021: Et malesuada fames ac turpis egestas.
127,11/14/2021,11/20/2021,"11/14/2021 - 11/20/2021 - Elit sed vulputate mi sit amet mauris commodo quis.
Consectetur adipiscing elit duis tristique sollicitudin nibh sit amet commodo Friday, November 26th."
128,10/3/2021,10/9/2021,"10/3/2021 - Morbi leo urna molestie at elementum eu.
10/4/2021 - Morbi leo urna molestie at elementum eu.
10/5/2021 - Morbi leo urna molestie at elementum eu.
10/6/2021 - Morbi leo urna molestie at elementum eu.
10/7/2021 - Morbi leo urna molestie at elementum eu.
10/8/2021 - Morbi leo urna molestie at elementum eu.
10/9/2021 - Morbi leo urna molestie at elementum eu."
129,12/26/2021,1/1/2022,"12/26/2021 - Tortor id aliquet lectus proin.
12/27/2021 - Lectus arcu bibendum at varius vel.
12/28/2021 - Id aliquet lectus proin nibh.
12/29/2021 - Adipiscing tristique risus nec feugiat in fermentum posuere urna.
12/30/2021 - Pulvinar etiam non quam lacus suspendisse faucibus interdum posuere.
12/31/2021 - Vel facilisis volutpat est velit egestas dui.
01/01/2021 - Congue mauris rhoncus aenean vel."
130,11/28/2021,12/4/2021,"11/28/20201- Sit amet dictum sit amet justo donec enim diam vulputate.
11/29/2021- Tempus iaculis urna id volutpat lacus laoreet non curabitur.
11/30/2021- Urna porttitor rhoncus dolor purus.
12/01/2021- Augue lacus viverra vitae congue eu consequat ac.
12/02/2021 - Cursus sit amet dictum sit amet justo donec enim.
12/03/2021- Vitae et leo duis ut diam quam.
12/04/2021 - Nulla porttitor massa id neque."
131,7/4/2021,7/10/2021,"7/4/20201 - Lacus vestibulum sed arcu non odio euismod lacinia at.
7/5/2021 - Ut tortor pretium viverra suspendisse.
7/6/2021 - Bibendum est ultricies integer quis auctor elit sed vulputate mi.
7/7 - 7/9/2021 - At volutpat diam ut venenatis tellus in.
7/10/2021 - Quis hendrerit dolor magna eget est lorem ipsum dolor."
132,8/8/2021,8/14/2021,"08/08/21 - Neque gravida in fermentum et.
08/09/21 - Tellus mauris a diam maecenas sed enim.
08/10/21 - Gravida cum sociis natoque penatibus.
08/11/21 - Sed vulputate mi sit amet mauris.
08/12/21 - Aliquet porttitor lacus luctus accumsan tortor.
08/13/21 - Adipiscing elit pellentesque habitant morbi tristique senectus.
08/14/21 - Orci nulla pellentesque dignissim enim sit amet venenatis."
133,12/5/2021,12/10/2021,"12/05/21 - Amet nulla facilisi morbi tempus iaculis urna id volutpat.
12/06/21 - Purus in mollis nunc sed id semper risus in.
12/07/21 - Vestibulum lorem sed risus ultricies tristique.
12/08/21 - Nunc id cursus metus aliquam eleifend mi in nulla posuere.
12/09/21 - Convallis tellus id interdum velit laoreet id donec ultrices.
12/10/21 - Netus et malesuada fames ac turpis egestas."
134,9/7/2021,9/9/2021,"09/07/21 - Egestas fringilla phasellus faucibus scelerisque.
09/08/21 - Elit ut aliquam purus sit amet luctus venenatis lectus.																						
Mi sit amet mauris commodo quis.
09/09/21 - Egestas integer eget aliquet nibh praesent.
Note: Sem fringilla ut morbi tincidunt augue interdum velit euismod.																				"
